kandidatas,nuo_galiojanciu_biuleteniu,balsadezeje,nuo_rinkeju,pastu,apylinke
Jurijus SUBOTINAS,"2,11%",2,"2,05%",1,Sadūnų  (Nr.20) apylinkė  
Danutė PRIŠMANTIENĖ,"2,11%",2,"2,05%",1,Sadūnų  (Nr.20) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Sadūnų  (Nr.20) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Sadūnų  (Nr.20) apylinkė  
Dalia ŠTRAUPAITĖ,"1,63%",6,"1,55%",2,Dusetų  (Nr.19) apylinkė  
Algimantas DUMBRAVA,"12,22%",58,"11,63%",2,Dusetų  (Nr.19) apylinkė  
Petras PAPOVAS,"30,35%",127,"28,88%",22,Dusetų  (Nr.19) apylinkė  
Manfredas ŽYMANTAS,"17,72%",80,"16,86%",7,Dusetų  (Nr.19) apylinkė  
Algirdas PALECKIS,"12,42%",49,"11,82%",12,Dusetų  (Nr.19) apylinkė  
Rimantas KUMPIS,"1,43%",6,"1,36%",1,Dusetų  (Nr.19) apylinkė  
Žilvinas LELEIVA,"15,07%",71,"14,34%",3,Dusetų  (Nr.19) apylinkė  
Žilvinas ŽUSINAS,"7,13%",35,"6,78%",0,Dusetų  (Nr.19) apylinkė  
Jurijus SUBOTINAS,"0,41%",2,"0,39%",0,Dusetų  (Nr.19) apylinkė  
Danutė PRIŠMANTIENĖ,"0,41%",2,"0,39%",0,Dusetų  (Nr.19) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Dusetų  (Nr.19) apylinkė  
Mahiras GAMZAJEVAS,"1,22%",6,"1,16%",0,Dusetų  (Nr.19) apylinkė  
Dalia ŠTRAUPAITĖ,"1,48%",4,"1,40%",0,Turmanto  (Nr.18) apylinkė  
Algimantas DUMBRAVA,"11,48%",21,"10,88%",10,Turmanto  (Nr.18) apylinkė  
Petras PAPOVAS,"10,37%",23,"9,82%",5,Turmanto  (Nr.18) apylinkė  
Manfredas ŽYMANTAS,"59,63%",121,"56,49%",40,Turmanto  (Nr.18) apylinkė  
Algirdas PALECKIS,"2,59%",4,"2,46%",3,Turmanto  (Nr.18) apylinkė  
Rimantas KUMPIS,"2,22%",4,"2,11%",2,Turmanto  (Nr.18) apylinkė  
Žilvinas LELEIVA,"2,59%",6,"2,46%",1,Turmanto  (Nr.18) apylinkė  
Žilvinas ŽUSINAS,"1,85%",4,"1,75%",1,Turmanto  (Nr.18) apylinkė  
Jurijus SUBOTINAS,"2,59%",5,"2,46%",2,Turmanto  (Nr.18) apylinkė  
Danutė PRIŠMANTIENĖ,"2,22%",4,"2,11%",2,Turmanto  (Nr.18) apylinkė  
Georgij MACKEVIČ,"2,59%",6,"2,46%",1,Turmanto  (Nr.18) apylinkė  
Mahiras GAMZAJEVAS,"0,37%",1,"0,35%",0,Turmanto  (Nr.18) apylinkė  
Dalia ŠTRAUPAITĖ,"5,97%",7,"5,76%",1,Smalvų  (Nr.17) apylinkė  
Algimantas DUMBRAVA,"17,16%",19,"16,55%",4,Smalvų  (Nr.17) apylinkė  
Petras PAPOVAS,"9,70%",11,"9,35%",2,Smalvų  (Nr.17) apylinkė  
Manfredas ŽYMANTAS,"37,31%",44,"35,97%",6,Smalvų  (Nr.17) apylinkė  
Algirdas PALECKIS,"1,49%",2,"1,44%",0,Smalvų  (Nr.17) apylinkė  
Rimantas KUMPIS,"0,75%",1,"0,72%",0,Smalvų  (Nr.17) apylinkė  
Žilvinas LELEIVA,"18,66%",15,"17,99%",10,Smalvų  (Nr.17) apylinkė  
Žilvinas ŽUSINAS,"5,97%",8,"5,76%",0,Smalvų  (Nr.17) apylinkė  
Jurijus SUBOTINAS,"0,75%",1,"0,72%",0,Smalvų  (Nr.17) apylinkė  
Danutė PRIŠMANTIENĖ,"0,75%",0,"0,72%",1,Smalvų  (Nr.17) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Smalvų  (Nr.17) apylinkė  
Mahiras GAMZAJEVAS,"1,49%",2,"1,44%",0,Smalvų  (Nr.17) apylinkė  
Dalia ŠTRAUPAITĖ,"40,03%",239,"38,59%",8,Žiburio  (Nr.16) apylinkė  
Algimantas DUMBRAVA,"17,34%",105,"16,72%",2,Žiburio  (Nr.16) apylinkė  
Petras PAPOVAS,"5,67%",34,"5,47%",1,Žiburio  (Nr.16) apylinkė  
Manfredas ŽYMANTAS,"5,35%",32,"5,16%",1,Žiburio  (Nr.16) apylinkė  
Algirdas PALECKIS,"8,75%",54,"8,44%",0,Žiburio  (Nr.16) apylinkė  
Rimantas KUMPIS,"9,72%",58,"9,38%",2,Žiburio  (Nr.16) apylinkė  
Žilvinas LELEIVA,"0,32%",1,"0,31%",1,Žiburio  (Nr.16) apylinkė  
Žilvinas ŽUSINAS,"1,78%",11,"1,72%",0,Žiburio  (Nr.16) apylinkė  
Jurijus SUBOTINAS,"6,00%",35,"5,78%",2,Žiburio  (Nr.16) apylinkė  
Danutė PRIŠMANTIENĖ,"3,57%",20,"3,44%",2,Žiburio  (Nr.16) apylinkė  
Georgij MACKEVIČ,"1,13%",7,"1,09%",0,Žiburio  (Nr.16) apylinkė  
Mahiras GAMZAJEVAS,"0,32%",2,"0,31%",0,Žiburio  (Nr.16) apylinkė  
Dalia ŠTRAUPAITĖ,"1,81%",3,"1,74%",0,Kimbartiškės  (Nr.16) apylinkė  
Algimantas DUMBRAVA,"11,45%",18,"11,05%",1,Kimbartiškės  (Nr.16) apylinkė  
Petras PAPOVAS,"12,65%",13,"12,21%",8,Kimbartiškės  (Nr.16) apylinkė  
Manfredas ŽYMANTAS,"50,60%",54,"48,84%",30,Kimbartiškės  (Nr.16) apylinkė  
Algirdas PALECKIS,"1,81%",2,"1,74%",1,Kimbartiškės  (Nr.16) apylinkė  
Rimantas KUMPIS,"2,41%",4,"2,33%",0,Kimbartiškės  (Nr.16) apylinkė  
Žilvinas LELEIVA,"1,20%",1,"1,16%",1,Kimbartiškės  (Nr.16) apylinkė  
Žilvinas ŽUSINAS,"1,20%",2,"1,16%",0,Kimbartiškės  (Nr.16) apylinkė  
Jurijus SUBOTINAS,"0,60%",1,"0,58%",0,Kimbartiškės  (Nr.16) apylinkė  
Danutė PRIŠMANTIENĖ,"1,20%",1,"1,16%",1,Kimbartiškės  (Nr.16) apylinkė  
Georgij MACKEVIČ,"13,86%",8,"13,37%",15,Kimbartiškės  (Nr.16) apylinkė  
Mahiras GAMZAJEVAS,"1,20%",1,"1,16%",1,Kimbartiškės  (Nr.16) apylinkė  
Dalia ŠTRAUPAITĖ,"38,95%",153,"37,10%",11,Ąžuoliuko  (Nr.15) apylinkė  
Algimantas DUMBRAVA,"20,43%",84,"19,46%",2,Ąžuoliuko  (Nr.15) apylinkė  
Petras PAPOVAS,"4,28%",15,"4,07%",3,Ąžuoliuko  (Nr.15) apylinkė  
Manfredas ŽYMANTAS,"9,03%",33,"8,60%",5,Ąžuoliuko  (Nr.15) apylinkė  
Algirdas PALECKIS,"5,46%",22,"5,20%",1,Ąžuoliuko  (Nr.15) apylinkė  
Rimantas KUMPIS,"8,31%",35,"7,92%",0,Ąžuoliuko  (Nr.15) apylinkė  
Žilvinas LELEIVA,"0,48%",1,"0,45%",1,Ąžuoliuko  (Nr.15) apylinkė  
Žilvinas ŽUSINAS,"1,19%",5,"1,13%",0,Ąžuoliuko  (Nr.15) apylinkė  
Jurijus SUBOTINAS,"4,28%",17,"4,07%",1,Ąžuoliuko  (Nr.15) apylinkė  
Danutė PRIŠMANTIENĖ,"4,99%",20,"4,75%",1,Ąžuoliuko  (Nr.15) apylinkė  
Georgij MACKEVIČ,"2,61%",11,"2,49%",0,Ąžuoliuko  (Nr.15) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Ąžuoliuko  (Nr.15) apylinkė  
Dalia ŠTRAUPAITĖ,"3,36%",4,"3,24%",7,Štadvilių  (Nr.15) apylinkė  
Algimantas DUMBRAVA,"19,27%",42,"18,53%",21,Štadvilių  (Nr.15) apylinkė  
Petras PAPOVAS,"20,18%",38,"19,41%",28,Štadvilių  (Nr.15) apylinkė  
Manfredas ŽYMANTAS,"34,25%",64,"32,94%",48,Štadvilių  (Nr.15) apylinkė  
Algirdas PALECKIS,"5,50%",14,"5,29%",4,Štadvilių  (Nr.15) apylinkė  
Rimantas KUMPIS,"0,92%",3,"0,88%",0,Štadvilių  (Nr.15) apylinkė  
Žilvinas LELEIVA,"5,50%",12,"5,29%",6,Štadvilių  (Nr.15) apylinkė  
Žilvinas ŽUSINAS,"7,95%",23,"7,65%",3,Štadvilių  (Nr.15) apylinkė  
Jurijus SUBOTINAS,"0,92%",3,"0,88%",0,Štadvilių  (Nr.15) apylinkė  
Danutė PRIŠMANTIENĖ,"0,61%",1,"0,59%",1,Štadvilių  (Nr.15) apylinkė  
Georgij MACKEVIČ,"0,92%",0,"0,88%",3,Štadvilių  (Nr.15) apylinkė  
Mahiras GAMZAJEVAS,"0,61%",1,"0,59%",1,Štadvilių  (Nr.15) apylinkė  
Dalia ŠTRAUPAITĖ,"1,94%",1,"1,88%",2,Šaulių  (Nr.14) apylinkė  
Algimantas DUMBRAVA,"26,45%",36,"25,62%",5,Šaulių  (Nr.14) apylinkė  
Petras PAPOVAS,"23,87%",28,"23,12%",9,Šaulių  (Nr.14) apylinkė  
Manfredas ŽYMANTAS,"24,52%",24,"23,75%",14,Šaulių  (Nr.14) apylinkė  
Algirdas PALECKIS,"5,81%",8,"5,62%",1,Šaulių  (Nr.14) apylinkė  
Rimantas KUMPIS,"2,58%",4,"2,50%",0,Šaulių  (Nr.14) apylinkė  
Žilvinas LELEIVA,"3,87%",3,"3,75%",3,Šaulių  (Nr.14) apylinkė  
Žilvinas ŽUSINAS,"6,45%",9,"6,25%",1,Šaulių  (Nr.14) apylinkė  
Jurijus SUBOTINAS,"1,29%",1,"1,25%",1,Šaulių  (Nr.14) apylinkė  
Danutė PRIŠMANTIENĖ,"0,65%",1,"0,62%",0,Šaulių  (Nr.14) apylinkė  
Georgij MACKEVIČ,"1,94%",2,"1,88%",1,Šaulių  (Nr.14) apylinkė  
Mahiras GAMZAJEVAS,"0,65%",0,"0,62%",1,Šaulių  (Nr.14) apylinkė  
Dalia ŠTRAUPAITĖ,"41,72%",241,"40,00%",11,Gintarėlio  (Nr.14) apylinkė  
Algimantas DUMBRAVA,"14,90%",87,"14,29%",3,Gintarėlio  (Nr.14) apylinkė  
Petras PAPOVAS,"2,65%",15,"2,54%",1,Gintarėlio  (Nr.14) apylinkė  
Manfredas ŽYMANTAS,"6,79%",40,"6,51%",1,Gintarėlio  (Nr.14) apylinkė  
Algirdas PALECKIS,"8,44%",51,"8,10%",0,Gintarėlio  (Nr.14) apylinkė  
Rimantas KUMPIS,"12,25%",71,"11,75%",3,Gintarėlio  (Nr.14) apylinkė  
Žilvinas LELEIVA,"0,50%",3,"0,48%",0,Gintarėlio  (Nr.14) apylinkė  
Žilvinas ŽUSINAS,"1,99%",11,"1,90%",1,Gintarėlio  (Nr.14) apylinkė  
Jurijus SUBOTINAS,"6,95%",40,"6,67%",2,Gintarėlio  (Nr.14) apylinkė  
Danutė PRIŠMANTIENĖ,"1,99%",10,"1,90%",2,Gintarėlio  (Nr.14) apylinkė  
Georgij MACKEVIČ,"1,49%",9,"1,43%",0,Gintarėlio  (Nr.14) apylinkė  
Mahiras GAMZAJEVAS,"0,33%",2,"0,32%",0,Gintarėlio  (Nr.14) apylinkė  
Dalia ŠTRAUPAITĖ,"0,50%",0,"0,48%",1,Magučių  (Nr.13) apylinkė  
Algimantas DUMBRAVA,"26,00%",39,"24,76%",13,Magučių  (Nr.13) apylinkė  
Petras PAPOVAS,"21,00%",33,"20,00%",9,Magučių  (Nr.13) apylinkė  
Manfredas ŽYMANTAS,"26,50%",46,"25,24%",7,Magučių  (Nr.13) apylinkė  
Algirdas PALECKIS,"6,50%",11,"6,19%",2,Magučių  (Nr.13) apylinkė  
Rimantas KUMPIS,"3,00%",5,"2,86%",1,Magučių  (Nr.13) apylinkė  
Žilvinas LELEIVA,"9,00%",15,"8,57%",3,Magučių  (Nr.13) apylinkė  
Žilvinas ŽUSINAS,"6,50%",11,"6,19%",2,Magučių  (Nr.13) apylinkė  
Jurijus SUBOTINAS,"0,50%",1,"0,48%",0,Magučių  (Nr.13) apylinkė  
Danutė PRIŠMANTIENĖ,"0,00%",0,"0,00%",0,Magučių  (Nr.13) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Magučių  (Nr.13) apylinkė  
Mahiras GAMZAJEVAS,"0,50%",0,"0,48%",1,Magučių  (Nr.13) apylinkė  
Dalia ŠTRAUPAITĖ,"36,62%",171,"35,22%",22,Vilties šaltinio  (Nr.13) apylinkė  
Algimantas DUMBRAVA,"12,33%",62,"11,86%",3,Vilties šaltinio  (Nr.13) apylinkė  
Petras PAPOVAS,"5,31%",28,"5,11%",0,Vilties šaltinio  (Nr.13) apylinkė  
Manfredas ŽYMANTAS,"9,30%",44,"8,94%",5,Vilties šaltinio  (Nr.13) apylinkė  
Algirdas PALECKIS,"7,21%",38,"6,93%",0,Vilties šaltinio  (Nr.13) apylinkė  
Rimantas KUMPIS,"15,75%",77,"15,15%",6,Vilties šaltinio  (Nr.13) apylinkė  
Žilvinas LELEIVA,"1,33%",6,"1,28%",1,Vilties šaltinio  (Nr.13) apylinkė  
Žilvinas ŽUSINAS,"2,47%",13,"2,37%",0,Vilties šaltinio  (Nr.13) apylinkė  
Jurijus SUBOTINAS,"3,98%",21,"3,83%",0,Vilties šaltinio  (Nr.13) apylinkė  
Danutė PRIŠMANTIENĖ,"3,98%",17,"3,83%",4,Vilties šaltinio  (Nr.13) apylinkė  
Georgij MACKEVIČ,"1,52%",7,"1,46%",1,Vilties šaltinio  (Nr.13) apylinkė  
Mahiras GAMZAJEVAS,"0,19%",1,"0,18%",0,Vilties šaltinio  (Nr.13) apylinkė  
Dalia ŠTRAUPAITĖ,"1,73%",4,"1,64%",0,Dimitriškių  (Nr.12) apylinkė  
Algimantas DUMBRAVA,"20,35%",39,"19,26%",8,Dimitriškių  (Nr.12) apylinkė  
Petras PAPOVAS,"23,38%",50,"22,13%",4,Dimitriškių  (Nr.12) apylinkė  
Manfredas ŽYMANTAS,"23,38%",48,"22,13%",6,Dimitriškių  (Nr.12) apylinkė  
Algirdas PALECKIS,"9,52%",22,"9,02%",0,Dimitriškių  (Nr.12) apylinkė  
Rimantas KUMPIS,"0,87%",2,"0,82%",0,Dimitriškių  (Nr.12) apylinkė  
Žilvinas LELEIVA,"3,03%",6,"2,87%",1,Dimitriškių  (Nr.12) apylinkė  
Žilvinas ŽUSINAS,"13,85%",31,"13,11%",1,Dimitriškių  (Nr.12) apylinkė  
Jurijus SUBOTINAS,"2,60%",6,"2,46%",0,Dimitriškių  (Nr.12) apylinkė  
Danutė PRIŠMANTIENĖ,"0,87%",2,"0,82%",0,Dimitriškių  (Nr.12) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Dimitriškių  (Nr.12) apylinkė  
Mahiras GAMZAJEVAS,"0,43%",1,"0,41%",0,Dimitriškių  (Nr.12) apylinkė  
Dalia ŠTRAUPAITĖ,"37,57%",177,"36,21%",12,Auksinio gaidelio  (Nr.12) apylinkė  
Algimantas DUMBRAVA,"16,30%",82,"15,71%",0,Auksinio gaidelio  (Nr.12) apylinkė  
Petras PAPOVAS,"4,97%",23,"4,79%",2,Auksinio gaidelio  (Nr.12) apylinkė  
Manfredas ŽYMANTAS,"7,75%",37,"7,47%",2,Auksinio gaidelio  (Nr.12) apylinkė  
Algirdas PALECKIS,"10,74%",53,"10,34%",1,Auksinio gaidelio  (Nr.12) apylinkė  
Rimantas KUMPIS,"12,33%",61,"11,88%",1,Auksinio gaidelio  (Nr.12) apylinkė  
Žilvinas LELEIVA,"1,59%",6,"1,53%",2,Auksinio gaidelio  (Nr.12) apylinkė  
Žilvinas ŽUSINAS,"1,59%",8,"1,53%",0,Auksinio gaidelio  (Nr.12) apylinkė  
Jurijus SUBOTINAS,"3,58%",17,"3,45%",1,Auksinio gaidelio  (Nr.12) apylinkė  
Danutė PRIŠMANTIENĖ,"1,99%",10,"1,92%",0,Auksinio gaidelio  (Nr.12) apylinkė  
Georgij MACKEVIČ,"1,59%",8,"1,53%",0,Auksinio gaidelio  (Nr.12) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Auksinio gaidelio  (Nr.12) apylinkė  
Dalia ŠTRAUPAITĖ,"2,01%",4,"1,92%",1,Suvieko  (Nr.11) apylinkė  
Algimantas DUMBRAVA,"9,64%",14,"9,23%",10,Suvieko  (Nr.11) apylinkė  
Petras PAPOVAS,"39,76%",77,"38,08%",22,Suvieko  (Nr.11) apylinkė  
Manfredas ŽYMANTAS,"34,14%",66,"32,69%",19,Suvieko  (Nr.11) apylinkė  
Algirdas PALECKIS,"2,01%",3,"1,92%",2,Suvieko  (Nr.11) apylinkė  
Rimantas KUMPIS,"1,20%",3,"1,15%",0,Suvieko  (Nr.11) apylinkė  
Žilvinas LELEIVA,"7,23%",17,"6,92%",1,Suvieko  (Nr.11) apylinkė  
Žilvinas ŽUSINAS,"3,61%",6,"3,46%",3,Suvieko  (Nr.11) apylinkė  
Jurijus SUBOTINAS,"0,40%",1,"0,38%",0,Suvieko  (Nr.11) apylinkė  
Danutė PRIŠMANTIENĖ,"0,00%",0,"0,00%",0,Suvieko  (Nr.11) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Suvieko  (Nr.11) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Suvieko  (Nr.11) apylinkė  
Dalia ŠTRAUPAITĖ,"38,50%",186,"37,08%",25,Bangos  (Nr.11) apylinkė  
Algimantas DUMBRAVA,"16,97%",90,"16,34%",3,Bangos  (Nr.11) apylinkė  
Petras PAPOVAS,"5,47%",25,"5,27%",5,Bangos  (Nr.11) apylinkė  
Manfredas ŽYMANTAS,"9,12%",41,"8,79%",9,Bangos  (Nr.11) apylinkė  
Algirdas PALECKIS,"6,02%",33,"5,80%",0,Bangos  (Nr.11) apylinkė  
Rimantas KUMPIS,"7,30%",35,"7,03%",5,Bangos  (Nr.11) apylinkė  
Žilvinas LELEIVA,"0,73%",3,"0,70%",1,Bangos  (Nr.11) apylinkė  
Žilvinas ŽUSINAS,"2,37%",12,"2,28%",1,Bangos  (Nr.11) apylinkė  
Jurijus SUBOTINAS,"8,94%",48,"8,61%",1,Bangos  (Nr.11) apylinkė  
Danutė PRIŠMANTIENĖ,"3,65%",16,"3,51%",4,Bangos  (Nr.11) apylinkė  
Georgij MACKEVIČ,"0,91%",5,"0,88%",0,Bangos  (Nr.11) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Bangos  (Nr.11) apylinkė  
Dalia ŠTRAUPAITĖ,"35,50%",163,"33,64%",17,Vilties  (Nr.10) apylinkė  
Algimantas DUMBRAVA,"14,99%",74,"14,21%",2,Vilties  (Nr.10) apylinkė  
Petras PAPOVAS,"4,73%",24,"4,49%",0,Vilties  (Nr.10) apylinkė  
Manfredas ŽYMANTAS,"7,50%",36,"7,10%",2,Vilties  (Nr.10) apylinkė  
Algirdas PALECKIS,"7,89%",37,"7,48%",3,Vilties  (Nr.10) apylinkė  
Rimantas KUMPIS,"16,57%",81,"15,70%",3,Vilties  (Nr.10) apylinkė  
Žilvinas LELEIVA,"0,39%",2,"0,37%",0,Vilties  (Nr.10) apylinkė  
Žilvinas ŽUSINAS,"2,56%",13,"2,43%",0,Vilties  (Nr.10) apylinkė  
Jurijus SUBOTINAS,"4,73%",24,"4,49%",0,Vilties  (Nr.10) apylinkė  
Danutė PRIŠMANTIENĖ,"2,56%",12,"2,43%",1,Vilties  (Nr.10) apylinkė  
Georgij MACKEVIČ,"2,56%",12,"2,43%",1,Vilties  (Nr.10) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Vilties  (Nr.10) apylinkė  
Dalia ŠTRAUPAITĖ,"0,75%",0,"0,72%",1,Samanių  (Nr.10) apylinkė  
Algimantas DUMBRAVA,"13,43%",13,"12,95%",5,Samanių  (Nr.10) apylinkė  
Petras PAPOVAS,"40,30%",41,"38,85%",13,Samanių  (Nr.10) apylinkė  
Manfredas ŽYMANTAS,"25,37%",29,"24,46%",5,Samanių  (Nr.10) apylinkė  
Algirdas PALECKIS,"4,48%",5,"4,32%",1,Samanių  (Nr.10) apylinkė  
Rimantas KUMPIS,"3,73%",2,"3,60%",3,Samanių  (Nr.10) apylinkė  
Žilvinas LELEIVA,"2,99%",3,"2,88%",1,Samanių  (Nr.10) apylinkė  
Žilvinas ŽUSINAS,"5,97%",7,"5,76%",1,Samanių  (Nr.10) apylinkė  
Jurijus SUBOTINAS,"1,49%",2,"1,44%",0,Samanių  (Nr.10) apylinkė  
Danutė PRIŠMANTIENĖ,"0,75%",1,"0,72%",0,Samanių  (Nr.10) apylinkė  
Georgij MACKEVIČ,"0,75%",1,"0,72%",0,Samanių  (Nr.10) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Samanių  (Nr.10) apylinkė  
Dalia ŠTRAUPAITĖ,"36,44%",175,"34,91%",9,Taikos  (Nr.9) apylinkė  
Algimantas DUMBRAVA,"16,44%",81,"15,75%",2,Taikos  (Nr.9) apylinkė  
Petras PAPOVAS,"5,35%",27,"5,12%",0,Taikos  (Nr.9) apylinkė  
Manfredas ŽYMANTAS,"8,32%",38,"7,97%",4,Taikos  (Nr.9) apylinkė  
Algirdas PALECKIS,"7,33%",35,"7,02%",2,Taikos  (Nr.9) apylinkė  
Rimantas KUMPIS,"11,88%",58,"11,39%",2,Taikos  (Nr.9) apylinkė  
Žilvinas LELEIVA,"0,79%",4,"0,76%",0,Taikos  (Nr.9) apylinkė  
Žilvinas ŽUSINAS,"2,38%",11,"2,28%",1,Taikos  (Nr.9) apylinkė  
Jurijus SUBOTINAS,"2,38%",11,"2,28%",1,Taikos  (Nr.9) apylinkė  
Danutė PRIŠMANTIENĖ,"5,15%",24,"4,93%",2,Taikos  (Nr.9) apylinkė  
Georgij MACKEVIČ,"3,17%",16,"3,04%",0,Taikos  (Nr.9) apylinkė  
Mahiras GAMZAJEVAS,"0,40%",2,"0,38%",0,Taikos  (Nr.9) apylinkė  
Dalia ŠTRAUPAITĖ,"2,98%",8,"2,76%",3,Salako  (Nr.9) apylinkė  
Algimantas DUMBRAVA,"14,91%",42,"13,82%",13,Salako  (Nr.9) apylinkė  
Petras PAPOVAS,"24,39%",76,"22,61%",14,Salako  (Nr.9) apylinkė  
Manfredas ŽYMANTAS,"17,07%",52,"15,83%",11,Salako  (Nr.9) apylinkė  
Algirdas PALECKIS,"5,15%",15,"4,77%",4,Salako  (Nr.9) apylinkė  
Rimantas KUMPIS,"1,36%",3,"1,26%",2,Salako  (Nr.9) apylinkė  
Žilvinas LELEIVA,"15,45%",35,"14,32%",22,Salako  (Nr.9) apylinkė  
Žilvinas ŽUSINAS,"14,09%",49,"13,07%",3,Salako  (Nr.9) apylinkė  
Jurijus SUBOTINAS,"0,81%",3,"0,75%",0,Salako  (Nr.9) apylinkė  
Danutė PRIŠMANTIENĖ,"2,71%",9,"2,51%",1,Salako  (Nr.9) apylinkė  
Georgij MACKEVIČ,"0,54%",2,"0,50%",0,Salako  (Nr.9) apylinkė  
Mahiras GAMZAJEVAS,"0,54%",1,"0,50%",1,Salako  (Nr.9) apylinkė  
Dalia ŠTRAUPAITĖ,"1,26%",2,"1,20%",0,Biržūnų  (Nr.8) apylinkė  
Algimantas DUMBRAVA,"14,47%",21,"13,86%",2,Biržūnų  (Nr.8) apylinkė  
Petras PAPOVAS,"34,59%",30,"33,13%",25,Biržūnų  (Nr.8) apylinkė  
Manfredas ŽYMANTAS,"9,43%",13,"9,04%",2,Biržūnų  (Nr.8) apylinkė  
Algirdas PALECKIS,"5,66%",7,"5,42%",2,Biržūnų  (Nr.8) apylinkė  
Rimantas KUMPIS,"1,89%",3,"1,81%",0,Biržūnų  (Nr.8) apylinkė  
Žilvinas LELEIVA,"21,38%",20,"20,48%",14,Biržūnų  (Nr.8) apylinkė  
Žilvinas ŽUSINAS,"8,81%",11,"8,43%",3,Biržūnų  (Nr.8) apylinkė  
Jurijus SUBOTINAS,"1,26%",2,"1,20%",0,Biržūnų  (Nr.8) apylinkė  
Danutė PRIŠMANTIENĖ,"1,26%",2,"1,20%",0,Biržūnų  (Nr.8) apylinkė  
Georgij MACKEVIČ,"0,00%",0,"0,00%",0,Biržūnų  (Nr.8) apylinkė  
Mahiras GAMZAJEVAS,"0,00%",0,"0,00%",0,Biržūnų  (Nr.8) apylinkė  
Dalia ŠTRAUPAITĖ,"38,86%",152,"37,61%",12,Kosmoso  (Nr.8) apylinkė  
Algimantas DUMBRAVA,"16,82%",68,"16,28%",3,Kosmoso  (Nr.8) apylinkė  
Petras PAPOVAS,"3,32%",14,"3,21%",0,Kosmoso  (Nr.8) apylinkė  
Manfredas ŽYMANTAS,"6,87%",27,"6,65%",2,Kosmoso  (Nr.8) apylinkė  
Algirdas PALECKIS,"12,09%",48,"11,70%",3,Kosmoso  (Nr.8) apylinkė  
Rimantas KUMPIS,"7,11%",28,"6,88%",2,Kosmoso  (Nr.8) apylinkė  
Žilvinas LELEIVA,"1,18%",5,"1,15%",0,Kosmoso  (Nr.8) apylinkė  
Žilvinas ŽUSINAS,"1,18%",5,"1,15%",0,Kosmoso  (Nr.8) apylinkė  
Jurijus SUBOTINAS,"3,79%",14,"3,67%",2,Kosmoso  (Nr.8) apylinkė  
Danutė PRIŠMANTIENĖ,"7,35%",29,"7,11%",2,Kosmoso  (Nr.8) apylinkė  
Georgij MACKEVIČ,"0,95%",4,"0,92%",0,Kosmoso  (Nr.8) apylinkė  
Mahiras GAMZAJEVAS,"0,47%",2,"0,46%",0,Kosmoso  (Nr.8) apylinkė  
Dalia ŠTRAUPAITĖ,"32,89%",88,"31,11%",10,Orbitos  (Nr.7) apylinkė  
Algimantas DUMBRAVA,"14,09%",39,"13,33%",3,Orbitos  (Nr.7) apylinkė  
Petras PAPOVAS,"5,70%",13,"5,40%",4,Orbitos  (Nr.7) apylinkė  
Manfredas ŽYMANTAS,"12,75%",18,"12,06%",20,Orbitos  (Nr.7) apylinkė  
Algirdas PALECKIS,"6,71%",18,"6,35%",2,Orbitos  (Nr.7) apylinkė  
Rimantas KUMPIS,"9,73%",28,"9,21%",1,Orbitos  (Nr.7) apylinkė  
Žilvinas LELEIVA,"1,34%",2,"1,27%",2,Orbitos  (Nr.7) apylinkė  
Žilvinas ŽUSINAS,"2,68%",8,"2,54%",0,Orbitos  (Nr.7) apylinkė  
Jurijus SUBOTINAS,"7,72%",21,"7,30%",2,Orbitos  (Nr.7) apylinkė  
Danutė PRIŠMANTIENĖ,"4,36%",12,"4,13%",1,Orbitos  (Nr.7) apylinkė  
Georgij MACKEVIČ,"1,68%",4,"1,59%",1,Orbitos  (Nr.7) apylinkė  
Mahiras GAMZAJEVAS,"0,34%",0,"0,32%",1,Orbitos  (Nr.7) apylinkė  
Dalia ŠTRAUPAITĖ,"1,15%",2,"1,10%",1,Imbrado  (Nr.7) apylinkė  
Algimantas DUMBRAVA,"17,31%",34,"16,54%",11,Imbrado  (Nr.7) apylinkė  
Petras PAPOVAS,"31,92%",58,"30,51%",25,Imbrado  (Nr.7) apylinkė  
Manfredas ŽYMANTAS,"20,77%",42,"19,85%",12,Imbrado  (Nr.7) apylinkė  
Algirdas PALECKIS,"8,85%",20,"8,46%",3,Imbrado  (Nr.7) apylinkė  
